大学病院	毛利	0.7165212631225586	狩野英孝	0.7164344787597656	阿部くん	0.7158441543579102	テーマソング	0.7099512219429016	クリオネ	0.7048271894454956
DK	ストロングバローズ	0.892391562461853	小銃	0.8861985206604004	時の間	0.8820860385894775	刻印	0.877614438533783	bell	0.8757429122924805
ナナシス	WIKI	0.8457885980606079	産休	0.8421303033828735	765	0.833936870098114	監修	0.8333711624145508	ネット予約	0.8318149447441101
9月4日	小野友樹	0.8511732816696167	鈍痛	0.8477299809455872	チームM	0.8467059135437012	クォーツ	0.8434227705001831	立川市	0.8430483341217041
百田夏菜子	血族	0.8524560332298279	1991年	0.8504220247268677	黒澤ルビィ	0.850120484828949	;)(&	0.8496644496917725	ももクロ	0.849513828754425
自然消滅	...！！！！！	0.6683465242385864	足枷	0.6681526899337769	金塊	0.6623690724372864	シャントット	0.6595937013626099	！！！！！！！！！(	0.6536403894424438
ギリギリセーフ	ｳﾗﾔﾏ	0.5283591747283936	てれる	0.5200315713882446	便乗	0.510424017906189	テルー	0.4831424653530121	NAMASTE	0.4809091091156006
Mina	;[	0.9085031747817993	CAFFE	0.9078381657600403	)/\(	0.9020591378211975	城ヶ崎莉嘉	0.9011416435241699	mahotsukai	0.8987818956375122
女騎士	屈する	0.8658367395401001	もっちり	0.8348143100738525	」...	0.8143826723098755	私欲	0.8086545467376709	ユーミン	0.7987338900566101
衝動買い	ねばる	0.7846121788024902	枯渇	0.7764045596122742	量産	0.7699794769287109	むしゃくしゃ	0.7640026807785034	した	0.7632876634597778
BOTS	ローマの休日	0.8639519214630127	LIKE	0.8521108627319336	逢坂良太	0.8488386273384094	宿舎	0.84592205286026	WOWOW	0.8438557386398315
ドラゴンクエスト8	！°	0.7004402279853821	♪‌‌	0.6984384059906006	IDOLM@STER	0.6904022693634033	涼宮ハルヒの憂鬱	0.686591625213623	マルガリータ	0.684800386428833
スイマー	Unison	0.8933992385864258	田中哲司	0.8923307657241821	CasualShoes	0.8898287415504456	ﾎﾞｪ	0.889782726764679	ℬ	0.8893721103668213
3DS	PS4	0.7969392538070679	Wii	0.7858462333679199	黒ウィズ	0.7826878428459167	まとめ速報	0.7697238326072693	FF14	0.7658064961433411
Gibson	」②「	0.8555362224578857	高地系治	0.8519461154937744	ｲｪｱ	0.8476260900497437	伊佐耕平	0.8474486470222473	LOWORIGINALBESTALBUM	0.8382144570350647
艦これ	FF14	0.7668741941452026	TV	0.7653087973594666	攻略	0.7618088722229004	PSO2	0.7588607668876648	】:【	0.757914662361145
国際展示場	歩き	0.7140176892280579	館内	0.7097254991531372	空買い	0.709113597869873	NAKED	0.7073874473571777	波川	0.7066109776496887
恋は雨上がりのように	参画	0.871671199798584	エリカ様	0.8655194044113159	maho	0.8569616079330444	岐阜県	0.852893590927124	おうし座	0.8526976704597473
マゼンタ	310	0.8646982908248901	横浜F・マリノス	0.8622888326644897	断	0.8618671894073486	田村ゆかり	0.8616373538970947	津島	0.8584557771682739
宣戦布告	オメガヴェンデッタ	0.8685462474822998	高地系治	0.8649857044219971	清水エスパルス	0.8612629771232605	伊勢谷友介	0.8551892042160034	ファミコン	0.8542361855506897
Mii	ニット帽	0.6609419584274292	聞き覚え	0.6517608761787415	結界	0.650113046169281	歩幅	0.6427904367446899	コラ画像	0.6258137226104736
。・°°・(＞_＜)・°°・。	(；＿；)	0.743644118309021	（＾ν＾）	0.7317958474159241	（；＿；）	0.730246901512146	(；；)	0.7069592475891113	（;;）	0.6988980770111084
6月13日	Crowd	0.9127629995346069	Face	0.9106183052062988	山口県	0.8994286060333252	トロピカル	0.8984949588775635	Funding	0.8981369137763977
さなちゃん	サンキューマート	0.8415551781654358	げそ	0.8397493362426758	ワンクリック詐欺	0.8363562226295471	ぉございます	0.8266651034355164	となりの怪物くん	0.8261545896530151
ガールズバンド	テレビ朝日	0.7790058255195618	モーニング娘。'16	0.7692229747772217	MUSIC	0.7618386149406433	MHX	0.7578275203704834	発行者	0.7513234615325928
IKKO	カラマツ	0.7633522748947144	仲間由紀恵	0.7609364986419678	瑠樺	0.7588512301445007	yu-ta	0.7573127746582031	こまつ	0.7570334672927856
SFC	MP3	0.7610707879066467	小銃	0.7592700123786926	Minecraft	0.7497801780700684	国際	0.7495547533035278	上下セット	0.7444103956222534
BG	⑫	0.9201431274414062	モンテディオ山形	0.9142338037490845	168	0.9126092195510864	ABS	0.9104167222976685	～～～～～～～～～～～～～～～～～～～～～	0.9079548716545105
卒乳	一貫	0.7115705013275146	見下す	0.6908896565437317	脳天	0.6847378611564636	振る舞う	0.6822682619094849	憤慨	0.6819158792495728
角質培養	網走	0.807313084602356	FANTA	0.7923874855041504	中目黒	0.7850797772407532	菖蒲	0.782883882522583	桃尻	0.7828105688095093
マスオさん	〜〜(&	0.45010197162628174	ＲＴ	0.4361402988433838	切り捨て	0.42829906940460205	御方	0.416263610124588	みゆう	0.41469094157218933
salire	LAZY	0.8313490152359009	→¥	0.828333854675293	賠償命令	0.8274142742156982	インビジブルなんとか発動!	0.825628399848938	ケニア	0.8224012851715088
体験版	HAZARD	0.8209540843963623	Nexus	0.7867350578308105	逆裁	0.7652863264083862	BIO	0.7526533603668213	R1	0.7413274049758911
微積	軟骨	0.5454692244529724	ねれる	0.530296266078949	取れる	0.5286872386932373	空位	0.5197049379348755	MAHA	0.5165601968765259
SNIPE	タッグ	0.7827761769294739	9nine	0.7556842565536499	けっこん	0.7504438161849976	タツ	0.7458881139755249	オウオウオウオウオウ	0.7425928115844727
log	脳死	0.784298837184906	H1Z1	0.7787789702415466	フォア	0.7774211168289185	ALE	0.7764641046524048	自称	0.7730715870857239
FTR	ぱっと	0.6380665302276611	076	0.6308203935623169	逆夢	0.6219617128372192	ル・・・	0.6122380495071411	君の笑顔	0.6039438843727112
合法的	賠償命令	0.8967556953430176	;)(&	0.8941062688827515	狂言	0.8913187384605408	西南	0.8879534006118774	葛飾区	0.8845422267913818
OTK	㌔	0.6964420676231384	人前	0.6642162799835205	ヴィツェル	0.6618165969848633	秒間	0.6598241329193115	パルル	0.6416149139404297
ロシナンテ	荒川	0.8513929843902588	Kebab	0.8391821384429932	管楽器	0.8311228156089783	タイダル	0.8302628993988037	月光	0.8239390850067139
Supreme	チキドン	0.6732663512229919	無限ループ	0.6600080728530884	ダクネス	0.643344521522522	ユダヤ	0.6428388357162476	STOP	0.6384481191635132
